"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2018",,,,,,"Data collected as of October 10, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1764238,357.5,95489,30.3,54955,17.44,268879,85.33,610294,193.68,38022,12.07,95764,30.39,24118,7.65,55938,17.75,90893,28.85,19264,6.11,463,0.67,23286,33.46,381,0.79,621,1.29,3565,7.43,118,0.25,3071,6.4
Hokkaido,74668,336.34,4404,31.68,3141,22.6,19152,137.78,12459,89.63,1743,12.54,6577,47.32,147,1.06,1467,10.55,2891,20.8,421,3.03,20,0.71,608,21.71,6,0.26,15,0.65,210,9.13,-,-,179,7.78
Aomori,22973,364.65,667,16.68,382,9.55,2294,57.35,7263,181.58,357,8.93,1703,42.58,65,1.63,616,15.4,731,18.28,809,20.23,2,0.2,169,16.9,6,1.2,6,1.2,184,36.8,-,-,112,22.4
Iwate,26217,403.34,1079,26.98,632,15.8,4720,118,5923,148.08,337,8.43,1090,27.25,759,18.98,648,16.2,907,22.68,431,10.78,-,-,338,24.14,6,0.32,4,0.21,141,7.42,6,0.32,57,3
Miyagi,34046,358.38,2089,35.41,880,14.92,6249,105.92,10589,179.47,890,15.08,1822,30.88,969,16.42,1165,19.75,3159,53.54,185,3.14,5,0.42,137,11.42,5,0.42,1,0.08,130,10.83,1,0.08,33,2.75
Akita,19920,375.85,727,21.38,436,12.82,1353,39.79,3764,110.71,239,7.03,231,6.79,24,0.71,320,9.41,807,23.74,187,5.5,6,0.86,72,10.29,6,0.75,1,0.13,442,55.25,3,0.38,67,8.38
Yamagata,16187,344.4,1170,40.34,714,24.62,3740,128.97,5958,205.45,479,16.52,1218,42,370,12.76,684,23.59,2764,95.31,124,4.28,-,-,93,13.29,8,0.8,6,0.6,114,11.4,-,-,20,2
Fukushima,31396,387.6,2318,48.29,1010,21.04,3995,83.23,6163,128.4,592,12.33,596,12.42,206,4.29,1103,22.98,2309,48.1,395,8.23,7,0.58,764,63.67,3,0.5,4,0.67,49,8.17,1,0.17,28,4.67
Ibaraki,41524,346.03,1303,17.37,1386,18.48,6499,86.65,11743,156.57,762,10.16,661,8.81,230,3.07,866,11.55,1896,25.28,223,2.97,6,0.35,853,50.18,1,0.08,5,0.38,172,13.23,-,-,19,1.46
Tochigi,21513,283.07,1038,21.63,382,7.96,2770,57.71,4679,97.48,555,11.56,396,8.25,644,13.42,871,18.15,1234,25.71,142,2.96,1,0.08,253,21.08,6,0.86,8,1.14,70,10,2,0.29,23,3.29
Gunma,29609,340.33,1025,19.34,1010,19.06,5091,96.06,10194,192.34,544,10.26,2637,49.75,165,3.11,1011,19.08,2043,38.55,427,8.06,7,0.5,663,47.36,3,0.33,9,1,66,7.33,-,-,54,6
Saitama,97794,385.02,3764,23.38,3372,20.94,19539,121.36,36582,227.22,3135,19.47,3320,20.62,1639,10.18,3264,20.27,4772,29.64,756,4.7,53,1.33,1611,40.28,6,0.6,50,5,55,5.5,4,0.4,41,4.1
Chiba,80270,378.63,2454,18.45,2942,22.12,13002,97.76,20720,155.79,1837,13.81,2473,18.59,1227,9.23,2154,16.2,3718,27.95,602,4.53,22,0.65,987,29.03,15,1.88,38,4.75,64,8,4,0.5,38,4.75
Tokyo,126428,307.61,6481,25.12,3651,14.15,23769,92.13,53312,206.64,3035,11.76,5043,19.55,5730,22.21,5360,20.78,7640,29.61,1017,3.94,10,0.27,834,22.54,23,0.92,26,1.04,101,4.04,32,1.28,106,4.24
Kanagawa,120812,355.33,4136,19.42,2766,12.99,16906,79.37,35583,167.06,3258,15.3,3430,16.1,6534,30.68,4112,19.31,5419,25.44,1212,5.69,23,0.46,3847,76.94,10,0.91,22,2,64,5.82,-,-,50,4.55
Niigata,34853,391.61,2817,50.3,2364,42.21,7254,129.54,9173,163.8,698,12.46,836,14.93,580,10.36,1031,18.41,3722,66.46,578,10.32,34,3.4,627,62.7,7,0.54,7,0.54,87,6.69,8,0.62,17,1.31
Toyama,15346,319.71,896,30.9,855,29.48,1750,60.34,5916,204,272,9.38,311,10.72,179,6.17,465,16.03,827,28.52,73,2.52,15,2.14,39,5.57,5,1,2,0.4,29,5.8,4,0.8,16,3.2
Ishikawa,15315,319.06,961,33.14,668,23.03,3877,133.69,5655,195,422,14.55,359,12.38,204,7.03,491,16.93,716,24.69,91,3.14,1,0.14,77,11,3,0.6,9,1.8,113,22.6,-,-,10,2
Fukui,11690,354.24,697,31.68,464,21.09,2833,128.77,4876,221.64,212,9.64,478,21.73,36,1.64,363,16.5,371,16.86,190,8.64,-,-,19,6.33,16,2.67,4,0.67,18,3,6,1,84,14
Yamanashi,15074,367.66,429,17.88,248,10.33,1564,65.17,3654,152.25,164,6.83,483,20.13,156,6.5,296,12.33,767,31.96,105,4.38,9,1,327,36.33,8,0.8,11,1.1,69,6.9,4,0.4,28,2.8
Nagano,33335,387.62,718,13.55,599,11.3,5096,96.15,10163,191.75,473,8.92,561,10.58,194,3.66,660,12.45,3340,63.02,311,5.87,15,1.5,143,14.3,10,0.91,2,0.18,90,8.18,2,0.18,85,7.73
Gifu,25749,299.41,1092,21,675,12.98,2053,39.48,7324,140.85,279,5.37,391,7.52,61,1.17,578,11.12,1016,19.54,234,4.5,3,0.27,129,11.73,1,0.2,10,2,38,7.6,-,-,95,19
Shizuoka,50289,364.41,2297,25.81,1235,13.88,5563,62.51,15627,175.58,656,7.37,1350,15.17,542,6.09,1255,14.1,4321,48.55,948,10.65,10,0.48,586,27.9,5,0.56,30,3.33,42,4.67,4,0.44,17,1.89
Aichi,79938,409.94,4173,22.93,1797,9.87,11716,64.37,29636,162.84,1930,10.6,2217,12.18,459,2.52,2478,13.62,5184,28.48,816,4.48,8,0.23,888,25.37,9,0.6,25,1.67,138,9.2,2,0.13,146,9.73
Mie,26743,376.66,1945,44.2,878,19.95,3572,81.18,8896,202.18,416,9.45,609,13.84,77,1.75,862,19.59,1997,45.39,192,4.36,5,0.42,52,4.33,12,1.33,16,1.78,50,5.56,2,0.22,15,1.67
Shiga,17560,337.69,436,14.06,387,12.48,1408,45.42,5093,164.29,442,14.26,1032,33.29,61,1.97,407,13.13,1030,33.23,285,9.19,1,0.13,144,18,6,0.86,12,1.71,11,1.57,-,-,11,1.57
Kyoto,39753,318.02,1501,19.75,796,10.47,4198,55.24,13741,180.8,624,8.21,1672,22,126,1.66,960,12.63,1356,17.84,231,3.04,3,0.18,270,15.88,6,0.86,2,0.29,30,4.29,-,-,52,7.43
Osaka,88870,292.34,8270,41.77,3563,17.99,15745,79.52,41327,208.72,2732,13.8,3360,16.97,819,4.14,3603,18.2,4706,23.77,1045,5.28,29,0.57,924,18.12,17,1,21,1.24,108,6.35,2,0.12,183,10.76
Hyogo,65129,328.93,3526,27.55,2064,16.13,6616,51.69,28899,225.77,1634,12.77,2240,17.5,187,1.46,1914,14.95,2546,19.89,543,4.24,31,0.91,845,24.85,26,2,25,1.92,68,5.23,2,0.15,108,8.31
Nara,15681,290.39,1233,36.26,500,14.71,2274,66.88,6576,193.41,333,9.79,747,21.97,224,6.59,569,16.74,877,25.79,93,2.74,1,0.1,256,25.6,12,2,10,1.67,35,5.83,-,-,56,9.33
Wakayama,14555,303.23,1026,34.2,419,13.97,1091,36.37,3632,121.07,300,10,331,11.03,88,2.93,497,16.57,680,22.67,126,4.2,56,18.67,38,12.67,4,0.36,7,0.64,52,4.73,6,0.55,50,4.55
Tottori,10895,375.69,462,24.32,371,19.53,3585,188.68,5308,279.37,124,6.53,263,13.84,21,1.11,350,18.42,391,20.58,44,2.32,3,0.6,68,13.6,7,1.4,18,3.6,15,3,1,0.2,52,10.4
Shimane,10040,271.35,679,30.86,234,10.64,1939,88.14,5268,239.45,144,6.55,684,31.09,15,0.68,492,22.36,374,17,181,8.23,-,-,22,7.33,13,1.63,49,6.13,17,2.13,-,-,78,9.75
Okayama,28384,337.9,1030,19.07,545,10.09,3371,62.43,14137,261.8,580,10.74,623,11.54,189,3.5,819,15.17,692,12.81,226,4.19,15,1.25,315,26.25,6,1.2,1,0.2,14,2.8,-,-,30,6
Hiroshima,34223,300.2,1854,26.11,1345,18.94,5321,74.94,17897,252.07,634,8.93,2369,33.37,73,1.03,995,14.01,1595,22.46,312,4.39,20,1.05,714,37.58,7,0.35,6,0.3,54,2.7,2,0.1,377,18.85
Yamaguchi,26799,399.99,2277,48.45,677,14.4,5190,110.43,8742,186,437,9.3,2524,53.7,57,1.21,946,20.13,1286,27.36,247,5.26,-,-,198,22,5,0.56,6,0.67,35,3.89,-,-,104,11.56
Tokushima,11998,324.27,1433,62.3,400,17.39,1429,62.13,4759,206.91,178,7.74,1124,48.87,138,6,658,28.61,745,32.39,99,4.3,-,-,29,7.25,4,0.57,2,0.29,20,2.86,-,-,2,0.29
Kagawa,15204,330.52,1108,41.04,410,15.19,1927,71.37,7058,261.41,275,10.19,558,20.67,23,0.85,594,22,1152,42.67,201,7.44,4,0.8,147,29.4,6,1.2,4,0.8,28,5.6,1,0.2,41,8.2
Ehime,23365,389.42,1816,50.44,407,11.31,3985,110.69,10830,300.83,330,9.17,2592,72,61,1.69,942,26.17,886,24.61,246,6.83,1,0.14,567,81,1,0.17,1,0.17,105,17.5,-,-,46,7.67
Kochi,20893,435.27,868,28.93,434,14.47,1499,49.97,3986,132.87,219,7.3,977,32.57,127,4.23,418,13.93,413,13.77,57,1.9,-,-,100,33.33,3,0.38,1,0.13,79,9.88,16,2,32,4
Fukuoka,90435,459.06,5682,47.75,3090,25.97,14409,121.08,32852,276.07,2000,16.81,10330,86.81,290,2.44,3205,26.93,3054,25.66,1400,11.76,14,0.54,1545,59.42,24,1.6,31,2.07,115,7.67,-,-,79,5.27
Saga,15690,412.89,1005,45.68,698,31.73,1299,59.05,3318,150.82,259,11.77,1252,56.91,49,2.23,614,27.91,1166,53,71,3.23,3,1,97,32.33,2,0.33,11,1.83,33,5.5,-,-,56,9.33
Nagasaki,26977,390.97,1622,36.86,683,15.52,3843,87.34,7275,165.34,422,9.59,2422,55.05,40,0.91,756,17.18,805,18.3,109,2.48,6,0.75,248,31,11,0.92,22,1.83,76,6.33,-,-,98,8.17
Kumamoto,29920,374,1817,36.34,734,14.68,2624,52.48,13277,265.54,403,8.06,4325,86.5,46,0.92,1364,27.28,1494,29.88,192,3.84,4,0.44,651,72.33,9,0.6,22,1.47,31,2.07,-,-,43,2.87
Oita,27152,468.14,1266,35.17,359,9.97,2257,62.69,15544,431.78,745,20.69,5080,141.11,29,0.81,896,24.89,1038,28.83,554,15.39,2,0.4,187,37.4,1,0.09,2,0.18,49,4.45,-,-,25,2.27
Miyazaki,27787,479.09,2391,68.31,1084,30.97,2743,78.37,13639,389.69,542,15.49,5339,152.54,52,1.49,1212,34.63,901,25.74,1146,32.74,1,0.17,628,104.67,2,0.29,-,-,5,0.71,-,-,154,22
Kagoshima,40933,444.92,3047,56.43,2441,45.2,5700,105.56,16178,299.59,683,12.65,4962,91.89,121,2.24,1002,18.56,830,15.37,1232,22.81,1,0.14,329,47,4,0.33,5,0.42,11,0.92,-,-,15,1.25
Okinawa,30306,531.68,2460,72.35,827,24.32,2069,60.85,5106,150.18,697,20.5,2166,63.71,85,2.5,605,17.79,325,9.56,155,4.56,6,0.67,848,94.22,25,3.57,52,7.43,38,5.43,3,0.43,39,5.57
